obs_id,x1,x2,x3,x4,x5,true_mean,y
NB0001,0.779704329535,0.220661320823,0.683038276266,0.54860441695,0.740665199085,15.0051884684,15.0963850426
NB0002,0.348202187831,0.384932194154,0.654129329457,0.120985213635,0.417744856612,7.86116568793,7.7739777093
NB0003,0.285175836285,0.567786330032,0.257128827609,0.505186790665,0.967394449738,15.938845595,14.4566574538
NB0004,0.0795030301928,0.841107767201,0.484513847053,0.839912741678,0.124700906422,11.1128120984,13.2987623926
NB0005,0.859032374587,0.759527298625,0.355371229227,0.0897031133,0.71078113568,13.7440212704,13.4353755067
NB0006,0.333848549239,0.393765298952,0.515276338148,0.440045931233,0.162510744547,9.23115392807,9.00339456388
NB0007,0.0863766619908,0.851442689747,0.139092523539,0.166088049959,0.496390484169,9.03789245263,8.91036455712
NB0008,0.321164319749,0.920015612581,0.801846442187,0.56328310191,0.2055125027,16.4884388848,18.078692402
NB0009,0.226353945071,0.0820934404152,0.551432983782,0.58362188644,0.901720358086,10.9811723845,11.2013063247
NB0010,0.189490551619,0.348338963005,0.400819090402,0.943623083842,0.531203155077,14.3478231834,15.8412251634
NB0011,0.964895491412,0.969896978465,0.68694223499,0.222542319399,0.814171645456,8.99697040465,8.85368595854
NB0012,0.905302969139,0.0447632373806,0.0629778706523,0.157665995843,0.838820711079,10.8602022029,10.4720237333
NB0013,0.357385505868,0.0399942627159,0.895788590341,0.724351063688,0.132519583655,11.4879692867,11.1578522916
NB0014,0.47004583047,0.900069084311,0.874751024462,0.117433383564,0.942499019107,18.4049896315,17.0309229804
NB0015,0.713507072567,0.854092753881,0.958414731093,0.988158113534,0.349289828369,25.2460747004,23.57996742
NB0016,0.197381965058,0.0720802949698,0.53605372013,0.506448794135,0.848827936938,9.78144162314,10.4138282073
NB0017,0.710918942917,0.242793394022,0.874293538506,0.114882513532,0.756359368009,12.8932580597,11.3112566829
NB0018,0.319600844706,0.0662484546812,0.627476093059,0.358678202114,0.28912563503,6.02209424185,4.24272941306
NB0019,0.372672352657,0.821849412515,0.342936807392,0.704283121401,0.210664923852,16.7940960109,15.7902616236
NB0020,0.940713301,0.565190767093,0.977204717559,0.426431601694,0.247893724078,20.0087778571,19.6127362725
NB0021,0.648626504637,0.447746983668,0.869407400944,0.658057070865,0.100095403803,17.7199254295,19.7455939889
NB0022,0.176482403429,0.318165462521,0.246308903016,0.636566053143,0.0682645839908,9.7490556781,8.67757493709
NB0023,0.128102499012,0.757339080536,0.127835215029,0.369547491519,0.852594513579,13.7294894125,13.276870616
NB0024,0.684089925042,0.247509415791,0.646116863096,0.751058387834,0.472728945352,15.3732107689,14.2285954473
NB0025,0.394275092108,0.376851514766,0.901597979947,0.943872108262,0.284146698343,18.5852737433,18.008169948
NB0026,0.727003567569,0.188606076618,0.0426816409574,0.579924587575,0.611745012436,17.2164481592,16.3843111512
NB0027,0.69809466063,0.718498657442,0.02653230183,0.187526246501,0.162111114722,17.1691280588,16.9379474082
NB0028,0.26888016619,0.721946457043,0.572086649197,0.488514540729,0.516667700742,13.2997504945,13.5839145415
NB0029,0.601304073059,0.791525903997,0.350572274421,0.431445689936,0.0180632653065,14.82281135,13.8968267228
NB0030,0.905878338106,0.187633616759,0.86717241839,0.215183350498,0.930162798546,14.5886494168,14.6745114957
NB0031,0.412889572611,0.622866778696,0.570647342536,0.722620671316,0.339526434217,16.2523105585,15.0665943805
NB0032,0.286479247066,0.449312502097,0.82332484233,0.528446426831,0.403136446702,13.3254300318,13.4810838222
NB0033,0.406817007318,0.612488038053,0.306055618721,0.184231218727,0.776500207934,13.5297197818,13.415529643
NB0034,0.712851771407,0.248119907302,0.679580164636,0.989456620992,0.495502057147,18.2921155934,18.5659546078
NB0035,0.471024242495,0.864222083976,0.762512476103,0.99984525947,0.6223109104,24.0651087393,23.1995560245
NB0036,0.648734868869,0.0865423442585,0.627233698774,0.861144286203,0.81785207131,14.7791261711,15.8838929807
NB0037,0.17648402804,0.18702600431,0.4378709885,0.13237527503,0.562591778656,5.24900331359,6.89547067503
NB0038,0.636632967674,0.422392063299,0.47808723111,0.962305528174,0.0356882116384,17.2894941031,16.8998114951
NB0039,0.440865998495,0.86474740817,0.241981822485,0.93494026677,0.432409272484,22.1549254705,20.6463709793
NB0040,0.0659814740739,0.36645180457,0.860607963564,0.369678075178,0.827805630865,11.1954473311,9.88484446502
NB0041,0.508962899988,0.202345720244,0.385838903508,0.32439814086,0.164886049435,7.5083299509,7.80958474316
NB0042,0.861612561374,0.664666744116,0.317267422536,0.854228398605,0.474310597979,21.3220792178,20.4521571896
NB0043,0.671738390135,0.551499386272,0.391173928929,0.175028896452,0.830031184011,15.3206243031,15.7120489385
NB0044,0.2669466967,0.19464389755,0.0373764459146,0.855100877269,0.256703634156,15.7400556431,15.7915932486
NB0045,0.98878106689,0.751566411286,0.687401897808,0.819701485678,0.648480086642,19.3637260855,20.1487075418
NB0046,0.819551942926,0.331134246976,0.168098940439,0.351682340541,0.565681222677,16.078141863,15.3182430934
NB0047,0.968283105834,0.735641635089,0.895610432164,0.151855827803,0.142042593997,13.2157991244,14.2377559107
NB0048,0.697277882619,0.347697541399,0.160403612334,0.657633875737,0.757630379026,19.5721942139,18.8863039791
NB0049,0.611534736682,0.780729840735,0.570792857402,0.60071417703,0.579469928865,18.9796262486,19.7087399653
NB0050,0.62831157985,0.0362998015821,0.250496122696,0.920140378208,0.385215490096,13.0884334149,12.7322876505
NB0051,0.974443953287,0.942359308921,0.158144357138,0.529192056638,0.601540340802,13.1762394697,13.7564862079
NB0052,0.37284094583,0.110774642528,0.572973032266,0.182007236349,0.781517879565,7.12804466202,7.60739761373
NB0053,0.321895650704,0.979829818987,0.27674436588,0.838396703651,0.633037789941,20.9110346937,20.7338098195
NB0054,0.749514486965,0.832460149058,0.00641232133179,0.903916638288,0.857487661692,27.4506571642,27.4137352303
NB0055,0.788676001762,0.659133093492,0.786874934095,0.444365261392,0.882641589662,20.4833819614,20.3537326553
NB0056,0.932180338161,0.414040784768,0.348504340985,0.245071876696,0.371312455701,14.1313655158,14.6367014131
NB0057,0.585325766126,0.508904622268,0.794965750276,0.384406164497,0.381750323918,15.543659009,14.359447226
NB0058,0.243337991218,0.25734228229,0.957117639631,0.409282677644,0.661171053024,13.5324488812,12.3861199479
NB0059,0.763498183269,0.453710600209,0.72238589034,0.445319990092,0.0495554084164,14.5483432481,15.5924208068
NB0060,0.777882549724,0.280160238817,0.348929687118,0.616014973972,0.341055213889,14.6459116962,14.4750273076
NB0061,0.30501334788,0.289575207141,0.515308444,0.691216384923,0.613509001034,12.7237151788,12.9282529497
NB0062,0.872063040543,0.910357656035,0.249132700747,0.252504310958,0.581201136057,12.7218072672,10.46131059
NB0063,0.846848281875,0.659454423374,0.144614935515,0.53065612961,0.690671574451,21.1177255291,21.7076719643
NB0064,0.465760849535,0.0541651686113,0.0547021386006,0.994886291364,0.0457290272719,14.9350437315,16.3796669907
NB0065,0.0314136459184,0.654516965717,0.101573806602,0.367344049101,0.833739570129,11.6624933494,11.2040489255
NB0066,0.752994647983,0.963972911081,0.433551548608,0.449874389142,0.650743513687,15.4271228571,15.8330024548
NB0067,0.950979183374,0.784522753851,0.400371265718,0.0897418228072,0.711863920542,11.8131987438,13.7360479729
NB0068,0.0684026188785,0.138223577561,0.0929760537149,0.749051229489,0.302930742354,12.6155252081,13.7018504569
NB0069,0.94691360286,0.423009194868,0.519716755899,0.272277829216,0.812569374981,16.3093210909,17.9456123762
NB0070,0.741652153118,0.477026017336,0.497453295847,0.462490119542,0.247607405783,14.8265187346,16.1114968932
NB0071,0.98030311306,0.650643931574,0.729630981316,0.843461650951,0.647043062274,21.8015488623,22.376129606
NB0072,0.148559749476,0.34429838668,0.806006787643,0.233557848921,0.810440273557,9.86056614977,10.471455914
NB0073,0.122816137681,0.953539298973,0.522269740801,0.925040915032,0.930347399138,17.5087440476,18.360407749
NB0074,0.104889719426,0.324921656034,0.423415857517,0.671935381005,0.552754048765,10.6690665346,11.9116900415
NB0075,0.730847733965,0.870949815235,0.639620026136,0.340535937479,0.502952059685,15.4041200685,16.0961869549
NB0076,0.98865877994,0.244936396883,0.329434577713,0.732713267389,0.0764883858941,15.1861718931,15.3461119108
NB0077,0.798611293105,0.907926476431,0.250189373687,0.320442708221,0.822006104535,16.1649848744,15.4357699386
NB0078,0.323509719358,0.216080890317,0.574990430603,0.685871836714,0.250582922354,10.4026015147,9.35158391654
NB0079,0.248517219889,0.415275844197,0.123864780647,0.810340837974,0.600979517595,17.123578085,16.4508754326
NB0080,0.984511309068,0.0180092250813,0.377820600299,0.243629612151,0.438280944351,5.48298232187,5.72955983733
NB0081,0.504682943775,0.0388618327153,0.86623157895,0.930776539969,0.0540829407653,12.8764592476,11.915166494
NB0082,0.334097211363,0.316707229624,0.295791577333,0.59229570151,0.806178389068,14.0511389292,11.9842781903
NB0083,0.8747193787,0.254077191452,0.204152853346,0.051579390294,0.180463516673,9.59707633364,7.99116429097
NB0084,0.314218985462,0.988687153362,0.237342293516,0.423313766468,0.89817112649,18.3862924378,18.7243010284
NB0085,0.777452518583,0.11891686923,0.715260937197,0.213475246681,0.545999353768,8.65530201864,8.42656529976
NB0086,0.609316625232,0.984704366559,0.561453389381,0.697265998631,0.712594717915,20.1217607535,19.1134583034
NB0087,0.182159439418,0.910837208281,0.392042053004,0.122046536398,0.186971099479,7.36802542323,7.39920744812
NB0088,0.840791145046,0.510001911153,0.840490119942,0.478061300801,0.837351594563,21.0369513745,21.5758315127
NB0089,0.275565398938,0.567701427185,0.175875635785,0.980205742184,0.0991054295614,17.1179160873,15.8440505136
NB0090,0.842566275505,0.20786764476,0.996750130206,0.715801300212,0.9332729687,21.9883876467,22.1564299311
NB0091,0.489121216923,0.906108775556,0.0603106963261,0.789073131272,0.309225101155,23.1445873605,22.5754685313
NB0092,0.998671632326,0.348623848699,0.194243492448,0.973977308964,0.317429022522,22.0803432967,21.7542364157
NB0093,0.486574375325,0.958056687562,0.873771987187,0.0888324900311,0.517153204993,16.2117628747,15.5494160331
NB0094,0.637300964107,0.0683400215852,0.404164415659,0.928897797415,0.224974535296,11.9615374489,11.0397273017
NB0095,0.519713296005,0.566175060443,0.171377705671,0.14493855807,0.771548474451,15.4496330611,15.5799461326
NB0096,0.995495848748,0.0633052726726,0.663455884915,0.260649766001,0.954575380842,9.88065827873,9.40076470653
NB0097,0.965009136912,0.200588127054,0.312335865783,0.774157478086,0.922220511593,18.7702572062,19.6726016456
NB0098,0.0197451896876,0.0481280598529,0.951566673742,0.331558308742,0.750675433227,11.1770639077,10.3631937045
NB0099,0.000827301413755,0.99666252067,0.663664352007,0.631607321887,0.677043972775,10.262917154,10.6735566552
NB0100,0.33224248801,0.545174099328,0.761163634969,0.298683085278,0.788576512838,13.6820500412,14.3217873027
NB0101,0.149786513324,0.199475075716,0.0388444911286,0.668354808277,0.465967830499,14.2039637799,14.3640119147
NB0102,0.524074405233,0.174538400207,0.908846617539,0.929632591811,0.889492481264,19.9211617184,19.923293707
NB0103,0.109812731905,0.107365357952,0.00684900478321,0.567291270199,0.0289582589056,11.0519737805,10.6589076782
NB0104,0.243938240169,0.699785512712,0.618970683706,0.877686571423,0.980644488081,19.0726192452,18.6845433946
NB0105,0.664508834155,0.683008135937,0.805618238331,0.249800829451,0.230188236251,15.4121488808,13.945378661
NB0106,0.285489936579,0.655748533055,0.147785007019,0.0560729499211,0.137648864284,9.2781964002,9.76126710257
NB0107,0.354390289376,0.848568638019,0.531356308491,0.934362988617,0.681281620566,20.8732295397,20.4849947075
NB0108,0.435699482079,0.57574475295,0.0289336479955,0.26952642087,0.102741765718,14.7370054846,12.9756646367
NB0109,0.894244662982,0.786187459318,0.317287716841,0.843587359003,0.32898243803,18.7820534033,17.2420936358
NB0110,0.0034956244179,0.706112335976,0.292786098565,0.456736119307,0.054440755506,5.77586025459,7.82177021837
NB0111,0.413753854494,0.116547020546,0.585318319786,0.635778612093,0.414623639966,10.085632485,7.85672468703
NB0112,0.116060860219,0.70829332898,0.427803092117,0.93287396625,0.542634089803,14.7000964967,14.8479570901
