obs_id,x1,x2,x3,x4,x5,x6,x7,x8,true_mean,y
DT0001,0.873143524702,0.80105019899,-0.595384938712,1.89359997889,1.63033409856,0.651634574878,-0.00308865532218,-1.1095656693,-0.713901634013,-0.424576712859
DT0002,1.73681667911,-0.176008266267,0.107388410414,0.217620394404,-0.309226365971,-1.45360486515,1.39342095524,2.06238434985,1.09020696076,1.08102776309
DT0003,0.886161468798,0.827798025394,-1.80377489114,0.792184423673,-0.180323571268,0.830582748839,-0.0770607580839,-1.28727700004,0.163726414449,-0.0687295535347
DT0004,0.762064094082,0.241271869492,0.848778174152,1.70365244356,-0.894734854233,1.17539742066,-0.256299393828,1.50419296065,1.39671687878,1.16143546994
DT0005,2.09161659066,-1.27335286493,-1.37013929955,0.705120374769,0.580569374054,-0.640203763038,-0.146304033502,0.161343865707,0.36150628041,0.646384779177
DT0006,-0.233465698443,-0.929585578343,1.24398162763,1.04555053855,-0.832504880749,-2.19767866285,-0.134570363618,-0.089238366359,-0.220751802195,-0.426565236058
DT0007,-0.324259020161,-1.03676756311,-1.49347121739,-0.854095217985,1.31932962453,0.605066471215,2.16763912284,-1.39868978871,-0.755559882509,-0.829803640955
DT0008,-1.67206426903,0.0123276314138,-2.30490683645,0.258386988886,-1.10891227939,-0.542895883361,1.17667535015,1.20517611752,-1.966418463,-2.00412208385
DT0009,0.954849769802,0.205385508475,0.189239517499,0.610540536771,0.38475403962,-0.457501829194,1.29730144481,0.929788842273,0.951774552765,0.723566020991
DT0010,-0.233823961566,-0.658135184268,-1.31894079977,0.871968711256,-0.442426775064,1.45663230259,0.0731737889235,-0.0548297648749,-1.38048527939,-1.4069572919
DT0011,1.70819549322,-0.480932778041,-1.78190411686,0.886245317724,0.612657441358,-0.706867662961,0.488026353082,-1.22843128703,-0.0186901195843,-0.0740371626854
DT0012,0.600553650869,0.680707147787,0.79256335505,0.484246369691,-2.14381105299,0.00223789849759,0.0812560766176,-2.49494352634,-0.725326218565,-0.97532257638
DT0013,-0.336369299898,0.749085405891,0.000848524626151,-1.46757300563,0.725172691072,-0.0288913979001,1.81616887844,-1.28850055371,-0.165311489879,-0.278392983316
DT0014,-0.120511716693,-1.30525288166,1.87488363609,0.539582997905,1.86363066852,1.44813069241,0.0931725288144,-0.250359023326,-1.56075514406,-1.32653316842
DT0015,0.117022985521,0.752759684699,0.385163811817,-1.56284829067,1.60777195767,-0.172237919326,-1.04693984809,0.376763302796,-0.846848186828,-1.1758373246
DT0016,0.287857887606,-0.433499328376,-0.825987529063,1.40231129017,0.426737363207,-0.358942277066,-0.336651035036,0.0874686002186,-0.682630555063,-0.923378389304
DT0017,0.136435458446,2.81887289968,-0.557059560909,-1.14423902755,-0.799518466057,-0.176212148835,-0.735194939922,0.0801814507401,1.22247581837,1.19159433769
DT0018,-0.245725619742,0.111088299691,0.11112979592,-0.784268940613,-1.25405441867,-1.68528101578,0.148971249336,-1.8562868233,-0.906859910259,-0.696605854391
DT0019,-1.14174695728,1.38445802931,-0.514062581346,2.28288996297,0.627746380531,-0.207277336896,-0.552733081595,0.190908711003,-1.36755839919,-1.2527999103
DT0020,0.438824510335,0.867376816706,-1.01738400942,1.74388015983,1.95782068438,-0.573240035053,-0.220662755164,-0.947196862433,-1.75456384854,-1.57267303693
DT0021,-1.4896819387,-1.43714280005,-0.724590800456,-0.0298095074675,-0.113353870674,-0.940751503318,-0.957055667804,-0.0644809654846,-1.16354242951,-1.06268447966
DT0022,-0.269068746239,-0.85746794025,-2.18043411946,-1.44865557067,-1.07234275159,-0.626667072037,-0.178935328337,-1.71870565145,0.711685763178,0.664525524293
DT0023,-1.80159251568,-0.54174657089,0.307170800055,0.376500073899,1.1112992857,1.14570039198,1.15823594334,0.103464916773,-1.5871708159,-1.59307746236
DT0024,-0.862261522855,-0.376421128369,0.219743066413,0.873013208352,-0.196227018048,1.47344363999,-1.66914982471,-1.94165740246,-0.838686650178,-0.763106569665
DT0025,-0.956722263586,-0.898975748979,0.498787567164,0.188946427388,-0.928110834791,-0.0139138132851,0.481798916273,-1.75842122173,-1.35203336464,-1.47749336377
DT0026,-0.56369894277,-0.448137562355,-0.0248612077033,-0.584975426452,-1.73656520498,2.8889968083,-0.385931474699,-0.59263768443,-1.98610868449,-1.90465379802
