obs_id,x1,x2,x3,y,mcar_x2,mar_x3
MS0001,-1.6693683214,0.500730467663,-0.343608421136,-1.40369175716,0,0
MS0002,0.353348663831,0.0173785177424,-1.85471364054,1.65148750302,0,0
MS0003,-0.136924089378,-0.0148276831017,-0.269462354619,4.81484479159,0,0
MS0004,0.146002517018,0.419959363036,-2.53425592596,1.42046508984,0,0
MS0005,0.151928647598,-1.61499168384,0.662150964334,5.42586719606,0,0
MS0006,-0.279576664779,0.00539045154814,-1.81360082572,2.67237894276,0,0
MS0007,0.521040179554,0.458433823875,,4.09985821884,0,1
MS0008,2.20448095082,0.652090897262,,5.65621385816,0,1
MS0009,-2.34254081729,0.535089523597,-0.509223381335,-0.328799743717,0,0
MS0010,-2.15801360342,2.10667687107,-1.01542691779,0.611815203813,0,0
MS0011,-0.543661250151,-0.126406019928,0.00913351670228,3.13584319156,0,0
MS0012,0.19338745516,-0.634684821835,-0.743896697548,3.65045529504,0,0
MS0013,-0.0236651181795,-0.565463191807,0.852104034431,5.17731631338,0,0
MS0014,0.167409772662,-2.05998672519,-1.25498301064,5.42730264066,0,0
MS0015,-0.600011680882,0.13272037471,,2.66445492333,0,1
MS0016,-0.891299425657,-0.37945498165,-1.65134276312,3.33829823802,0,0
MS0017,1.03307831875,-0.684889301588,1.43277465016,4.02895723438,0,0
MS0018,-0.523456020462,-2.2583663926,0.234321211046,4.6808331503,0,0
MS0019,0.339485105264,,0.279228815814,3.52637063184,1,0
MS0020,0.816415535481,-1.04150294174,-0.68802741684,4.39932473962,0,0
MS0021,1.00381429349,,-0.40120566317,4.82188339604,1,0
MS0022,-0.740938829892,0.525910355224,-0.293062518898,0.92319232279,0,0
MS0023,1.59446423432,-0.363530067539,,5.43844094556,0,1
MS0024,1.14040082707,-0.123630363511,-0.324525701162,6.30569704815,0,0
MS0025,0.209642808835,0.814406812945,0.434253050823,2.49006819783,0,0
MS0026,-1.23652781492,0.277483804927,0.0193971466263,0.737664926524,0,0
MS0027,2.31100117987,-0.521803914955,0.783907368975,5.22378000887,0,0
MS0028,-0.239417799114,-1.11091978248,0.120718480506,4.02638268358,0,0
MS0029,0.23588112304,0.471697044655,0.93780020665,1.67402050917,0,0
MS0030,1.05074728338,-1.26505614431,,5.95757638313,0,1
MS0031,0.603609901826,0.924554655892,1.03309077946,2.30636901781,0,0
MS0032,-0.53733920693,0.878888541768,0.177749155564,-0.0392648481588,0,0
MS0033,-1.10534442524,-0.289634467038,1.69172542145,2.4404793294,0,0
MS0034,0.779688281787,0.162499314008,2.93927331076,4.99895965375,0,0
MS0035,1.06422833771,1.09947976513,,3.42637928595,0,1
MS0036,0.347331139249,-0.578291529575,,4.11056259926,0,1
MS0037,0.883884764566,0.607853355628,0.917423850855,3.82903209393,0,0
MS0038,1.43079590824,0.0576153557821,-1.26600054468,2.57261890999,0,0
MS0039,0.920917361082,-0.725756376681,,4.02552879974,0,1
MS0040,-0.59410322787,0.969909737259,0.241799478588,-0.970306778317,0,0
MS0041,-1.08541099331,-0.810598296812,-2.30938990981,2.63805156041,0,0
MS0042,-1.29856291027,,0.841361248012,1.80027531789,1,0
MS0043,-0.135965085404,1.1396348367,1.15585416609,2.67618782012,0,0
MS0044,-0.528015190657,-0.275355395977,,2.92592771678,0,1
MS0045,-0.745564401988,-1.47245833528,-0.927110329906,4.71640018727,0,0
MS0046,-1.97771866534,0.313602825901,-0.144328536446,-1.07849823565,0,0
MS0047,1.94610149215,0.19652344002,,6.81003041748,0,1
MS0048,-1.3824483432,-0.0472625334426,-1.48102601935,1.21801522159,0,0
MS0049,1.39695166276,0.985891594,1.26329384268,5.26354063865,0,0
MS0050,0.00715266265932,-0.622974609193,-0.273386902181,3.35550654549,0,0
MS0051,-2.38378409631,,0.544968545733,-4.22494532138,1,0
MS0052,1.21356153517,0.547199021574,-0.112941030668,4.06428491448,0,0
MS0053,0.0911050228658,-0.39077780076,0.0315404722318,2.9217794331,0,0
MS0054,0.641726977757,1.38601838048,,4.29092396605,0,1
MS0055,-0.69324378809,,0.183089287121,1.05095033376,1,0
MS0056,1.03976609829,0.124262379612,-0.0244179993203,4.56565440275,0,0
MS0057,-0.602085422639,,-1.04363552511,0.540868941246,1,0
MS0058,0.78977175195,1.09983575902,,2.84405325455,0,1
MS0059,-0.789179341357,-0.203729573845,-0.388624730122,2.89132793003,0,0
MS0060,-0.00575137121505,-1.8758685855,-0.355307996397,4.97877997747,0,0
MS0061,0.93186421761,0.217829068028,,4.16547852008,0,1
MS0062,2.66441831997,,,6.76804321724,1,1
MS0063,-0.329115282546,,-0.904259317664,2.78522026188,1,0
MS0064,0.825186014297,0.437776122721,,5.80849434469,0,1
MS0065,-0.278083014331,,-0.789323377115,2.31340187379,1,0
MS0066,0.253054007156,-2.27559483017,-0.0822458966462,5.28336974629,0,0
MS0067,-0.993770838853,0.233654643965,1.23697369464,2.48809273814,0,0
MS0068,-0.268494728261,-0.42004562423,-1.34080095281,2.82870913536,0,0
MS0069,-1.53203438503,0.192329549734,-0.910933653365,-0.57599894406,0,0
MS0070,0.446007739396,0.936320617635,0.989632067404,3.84540912609,0,0
MS0071,0.744680388971,-0.136122380691,-0.476012396324,5.34303933664,0,0
MS0072,-0.3666602574,1.13178032778,-0.323259317142,0.534856132225,0,0
MS0073,-0.0492118172658,-0.379994600279,-0.135571252504,4.00320783881,0,0
MS0074,1.9226747759,0.781617417024,0.268049073045,6.07713581018,0,0
MS0075,0.962880112316,0.942881025283,1.56977850107,4.50143559079,0,0
MS0076,1.04380618628,-0.585620007073,,4.30580145413,0,1
MS0077,1.58223596654,2.03989915954,1.05964174886,2.64201327645,0,0
MS0078,-0.831962191534,-0.06981986093,-0.843571638153,2.53791843646,0,0
MS0079,-0.62179692235,-0.558261436276,0.782702179821,2.99689009612,0,0
MS0080,0.40515574019,-1.37786630601,0.939355933436,3.91538392172,0,0
MS0081,-0.304215658,-0.625803176639,-1.19676347002,3.4601554936,0,0
MS0082,0.718975372198,1.1149592291,-1.81532866263,3.00895773563,0,0
MS0083,2.0356609474,0.659534460261,,6.23972585004,0,1
MS0084,-0.296223460412,1.11947535574,-1.48071466399,-0.490481207464,0,0
MS0085,0.146110722707,,,4.23594696311,1,1
MS0086,-0.746452245701,-0.458656533139,0.67694644733,2.35712773846,0,0
MS0087,1.72331009159,0.421394032129,-1.64770230767,6.76471963984,0,0
MS0088,0.937155101189,0.194105442191,-0.602499662139,5.57608281841,0,0
MS0089,-0.279734535389,0.830318317091,1.36892964805,2.69079898517,0,0
MS0090,0.459665742231,-0.106774494652,,2.81292020723,0,1
MS0091,-1.0979713123,0.249655915915,-1.26807794785,0.495867988305,0,0
MS0092,0.0869384953773,0.628337604486,-1.28650248865,2.67688580975,0,0
MS0093,-0.329044010458,-0.622995094184,,3.19633244897,0,1
MS0094,-1.13652489175,1.71224535533,-0.431360605733,-1.23250373479,0,0
MS0095,1.6464161211,1.2855908659,-0.19302331957,4.86416617617,0,0
MS0096,0.310180876065,-1.10301312504,-0.543824115668,3.19647960375,0,0
MS0097,-1.97785854854,,-0.136236559693,2.11266867237,1,0
MS0098,-1.08174257927,1.07797156271,-0.688091013499,1.29076350654,0,0
MS0099,-0.851558389195,-1.3041218321,1.55461151967,3.23018991275,0,0
MS0100,-0.890204747377,-0.269654789249,1.67916725286,2.80686668822,0,0
MS0101,1.22457531712,1.60264978059,,3.15020611309,0,1
MS0102,-0.222332071488,,1.46686311318,3.69262134599,1,0
MS0103,-0.128958979136,0.626246720417,0.882431685083,4.39301209474,0,0
MS0104,0.0686407756781,-0.615755565781,,4.26444911515,0,1
MS0105,0.529181886213,1.24699097557,0.486418560543,5.0502659783,0,0
MS0106,0.420668119929,0.280872623818,-2.08627040166,2.43620658488,0,0
MS0107,1.8130252123,0.686865883387,0.619826466815,4.0104179506,0,0
MS0108,0.962488581293,-0.249332457601,-1.94881519561,4.65576091236,0,0
MS0109,-0.197814299406,0.846030079864,,2.13611066037,0,1
MS0110,-0.954608109856,,1.71950522317,0.574939738659,1,0
MS0111,0.528586493696,-0.720010370963,1.89151986824,5.85076349108,0,0
MS0112,-1.12111226907,0.423057302882,-0.446793568422,1.42620113856,0,0
MS0113,1.62583810629,-0.072679042609,-0.189989215649,3.54577807644,0,0
MS0114,-1.19089773036,-1.78208773992,-0.463787936092,4.54072214309,0,0
MS0115,-0.514330643941,0.778298271418,0.766205384689,2.27009187434,0,0
MS0116,-0.355447206212,-1.69636488955,0.527815574024,4.37963418055,0,0
MS0117,-2.25805664008,,0.936238955188,1.25282249733,1,0
MS0118,0.218974342336,2.3895138924,4.12713474502,3.510623422,0,0
MS0119,0.907827980574,-0.24613133927,0.0687043925666,5.300752354,0,0
MS0120,1.97042081706,0.428742875594,0.723007333582,4.42238843108,0,0
MS0121,0.560669521995,-0.552522623635,0.108304368486,4.70635481354,0,0
MS0122,-0.143153731532,0.761411196959,-0.0393347921416,3.07000769794,0,0
