id,x1,x2,x3,class,true_p_A,true_p_B,true_p_C
MC0001,-1.47238225891,-0.361463937715,-0.163236952204,B,0.240624633242,0.715259689898,0.0441156768607
MC0002,0.0874509464356,2.60335421364,-0.0300513893633,B,0.101197053256,0.893514803634,0.00528814310912
MC0003,0.769130453037,0.582770703593,0.0881487210159,A,0.761323009699,0.204670953711,0.0340060365895
MC0004,0.334669987649,-0.997640272774,1.32864511959,A,0.741406389106,0.0768332604097,0.181760350485
MC0005,-1.98208346869,0.00753198421546,1.14453340324,B,0.0644213937519,0.875438050888,0.0601405553598
MC0006,-0.818147355978,-0.979040046268,1.02890786667,B,0.490764598663,0.309802149947,0.199433251391
MC0007,-1.47552489774,-0.157187549201,-0.758579866224,B,0.222809469913,0.755074043532,0.0221164865548
MC0008,0.653919960312,-1.80966045036,-1.60072065933,A,0.97615801111,0.0127510785621,0.0110909103274
MC0009,0.81476830072,-0.0528972160268,0.546181502769,A,0.832909099715,0.106383966248,0.060706934037
MC0010,-1.90930922427,2.52883359419,-1.04739624294,B,0.00617842242411,0.993345750215,0.000475827360926
MC0011,-0.445471980093,0.403991396238,-0.659472868947,A,0.424688889687,0.553912729545,0.0213983807674
MC0012,-0.101643733816,0.109679613119,0.15078697281,B,0.583691967725,0.362772637683,0.0535353945923
MC0013,-0.743903243381,-2.69661073308,-2.31525173389,A,0.949912926107,0.034730987035,0.0153560868585
MC0014,1.48751310593,-1.75719914151,-1.76587788806,A,0.991186079027,0.00351509576216,0.00529882521053
MC0015,0.703366478895,-0.80354868835,1.44589023489,A,0.779365716107,0.0578592686294,0.162775015264
MC0016,1.35474030833,-0.812297283142,-1.12801312219,A,0.975053015848,0.0150977841377,0.00984920001411
MC0017,-1.12254086947,1.11357785944,-1.3134136535,B,0.111588960111,0.884036377754,0.00437466213482
MC0018,-0.411887837817,-1.09635752807,0.863486098777,A,0.64969835704,0.179935223318,0.170366419641
MC0019,0.362183942703,-1.18491864361,1.13718637942,C,0.782127408002,0.0596240042188,0.15824858778
MC0020,0.3125317268,-0.0285773425106,-0.983395528755,B,0.807297617293,0.174630046338,0.0180723363685
MC0021,1.65882580244,0.288680321334,0.164985859215,A,0.932096210772,0.043065762735,0.0248380264933
MC0022,-0.545048303822,-0.992188566477,-0.199396589851,A,0.708021637659,0.222304117544,0.0696742447965
MC0023,1.44637181694,0.17245911267,0.385050291299,A,0.910762549635,0.0537341264537,0.0355033239118
MC0024,1.45437734669,-0.275846252688,1.95937703599,A,0.804949349057,0.0375110480513,0.157539602892
MC0025,-0.030904530235,0.447403120049,0.669549140829,B,0.484236307202,0.447114112017,0.0686495807806
MC0026,-0.252047368414,1.78303875955,-1.40508962515,A,0.187534361969,0.809054650837,0.00341098719447
MC0027,-0.968883731297,-0.906761468768,1.66154401068,B,0.352303753409,0.350339522652,0.297356723939
MC0028,1.93790518694,-1.97709257248,0.73221579994,A,0.95177950448,0.00207843907846,0.0461420564415
MC0029,-0.393952270802,0.114392854389,-1.12016453752,B,0.553904932638,0.42861334608,0.0174817212819
MC0030,0.610333981963,0.068325505207,0.204975327053,A,0.799720987488,0.153042276729,0.0472367357827
MC0031,0.947451308111,0.805836831331,-0.532776083078,A,0.79744077212,0.186034930222,0.0165242976585
MC0032,-1.15749301716,-1.04570334601,1.31272900236,A,0.363563868122,0.385925983112,0.250510148765
MC0033,-0.888423473095,0.867044628315,-0.0211966240023,B,0.156952176402,0.823557141809,0.0194906817888
MC0034,-2.07435181361,0.76686701899,0.101797167617,B,0.0301855615873,0.959993462946,0.00982097546709
