obs_id,domain,x1,x2,true_mean,y
CS0001,development,0.34524134176,0.0310495804816,5.65322318694,4.5842093649
CS0002,development,2.52711798191,-0.738882690188,10.9408951921,12.0293293503
CS0003,development,1.7613441913,-0.385425987437,8.98519956752,9.65591925584
CS0004,development,-0.36389524696,-0.353003827824,4.69581409947,6.51498701786
CS0005,development,1.53749056565,-2.12475315203,10.6246849137,11.4516565024
CS0006,development,-0.51959598229,-0.0858496418297,4.06382760562,3.76058354532
CS0007,development,-0.454051119621,0.310755465451,3.71899120222,4.67965323408
CS0008,development,0.144450175727,0.695405627116,4.45441359891,3.96670356742
CS0009,development,0.617012126182,-0.251698139117,6.53606201931,7.8993563641
CS0010,development,-0.91744967505,0.209710489136,2.91344806294,3.24342707779
CS0011,development,-1.54110869368,0.882870257088,0.858338304127,1.23189350856
CS0012,development,1.43239522329,0.606434112007,7.13706951218,7.75130379412
CS0013,development,0.942402289548,0.488912145988,6.29811000391,6.29417272122
CS0014,development,0.505804692695,-0.169440040145,6.21493743356,6.39737267265
CS0015,development,-0.285299879153,1.89205828521,2.15893029944,0.393070435835
CS0016,development,-0.22081975531,2.3362683972,1.75483841274,2.19432757003
CS0017,development,1.86456410669,-1.31919946827,10.3121675753,11.5375629393
CS0018,development,-0.0892389666539,2.54661783408,1.7655806658,2.10650978466
CS0019,development,-0.231658601153,-0.371562499088,4.9825577966,4.85983491906
CS0020,development,0.0345187688531,-0.226013854817,5.34025416349,5.58382966506
CS0021,development,-1.03323907133,0.0679498801046,2.85198200122,3.18211619671
CS0022,development,-1.99389551966,-0.312835078624,1.38761105503,2.21224077803
CS0023,development,-1.08461437466,0.513886650304,2.21410727031,2.8546867886
CS0024,development,1.49575899489,-1.4989393689,9.79024523246,10.5090662077
CS0025,development,-0.310608205326,1.53200913044,2.54037263282,2.20164508494
CS0026,development,-1.41867737299,0.600580330988,1.44194885684,1.20391693261
CS0027,development,1.11956852351,0.151634389287,7.05717577988,7.90405623955
CS0028,development,0.41667431971,-1.1409960093,7.20254385058,8.20139763701
CS0029,development,0.718894293526,0.281645527997,6.09981395346,6.22918207809
CS0030,development,0.101983116313,0.982257152646,4.02525764945,4.66046300452
CS0031,development,0.10291293153,0.071056261053,5.1205583498,5.96662447891
CS0032,development,0.321124479247,-0.00726111447148,5.65096229586,4.76225735792
CS0033,development,-0.205451553083,-0.50465475403,5.19468259867,5.14880231603
CS0034,development,0.121528605387,0.656909597769,4.45476569345,3.28427788407
CS0035,development,-1.47976028796,0.287036077945,1.69603613055,1.48958559585
CS0036,development,-0.431357937281,0.310840906681,3.76427503742,3.97591021791
CS0037,development,0.0996553933492,-1.42089754423,6.90438783977,7.36752570887
CS0038,development,-1.01794309739,-1.35542522311,4.59062407295,4.64244982056
CS0039,development,-0.95031029496,-0.0940385477708,3.2122256674,2.17595760358
CS0040,development,-0.510600430454,-1.24258960466,5.46990666468,4.71653567631
CS0041,development,0.564955272872,1.971678757,3.76389603734,3.75853904609
CS0042,development,0.235752492113,1.14163336921,4.10154494117,3.65814145306
CS0043,development,-0.798115171502,-1.06199602979,4.67816489275,5.37263605787
CS0044,development,0.619849063564,-0.169992524707,6.44368915678,5.21555193729
CS0045,development,0.782616282948,-1.80304404874,8.72888542438,8.86248007024
CS0046,development,-0.626018131465,1.83470541999,1.54631723308,1.10213268101
CS0047,development,0.793807259955,-0.0533923787882,6.65168537446,6.92932260145
CS0048,development,-0.0687859120818,0.711734301021,4.00834701461,4.53067385146
CS0049,development,-0.314119834086,0.212192247699,4.11712963459,4.26246156711
CS0050,development,-0.85965276828,-1.0726966803,4.5679304798,5.33252187343
CS0051,development,-0.306917292139,0.496477545239,3.79039236144,3.8248822269
CS0052,development,1.5128455275,0.314769359302,7.64796782384,8.19319327426
CS0053,development,-1.33551855832,2.97048904064,-1.23562396541,-1.12273368197
CS0054,development,0.609936683749,0.290312746819,5.87149807131,5.55273474567
CS0055,development,0.146001462292,1.27811090393,3.75826983987,4.06714663971
CS0056,development,-0.172401338941,0.120357000106,4.51076892199,4.14988147041
CS0057,development,0.658757502582,0.648092301729,5.53980424309,4.92922496741
CS0058,development,-0.031153826837,-0.788915184705,5.88439056797,4.99442529047
CS0059,development,-0.23753752806,0.795043906335,3.57087225628,2.6342356649
CS0060,development,-0.548803929361,-0.115541899658,4.04104242087,3.53882809197
CS0061,development,-1.03749815687,-2.04757266724,5.38209088695,6.49312480651
CS0062,development,1.43509483428,-0.226665788468,8.14218861472,9.2073489358
CS0063,development,0.00442173369367,1.02332184975,3.78085724768,2.71468856439
CS0064,development,-1.37839208014,-0.0672896815813,2.32396345762,2.09537086617
CS0065,development,-0.624548501228,-0.626506634428,4.50271095886,3.34332087066
CS0066,development,0.357167321189,-0.156626929687,5.902286958,5.39807900338
CS0067,development,-0.464391238858,0.211987292575,3.81683277119,3.88823737035
CS0068,development,1.57563900192,0.73543530741,7.26875563495,6.78076212622
CS0069,development,0.373292162414,-1.31564228907,7.32535507172,7.48813637063
CS0070,development,-0.086887030886,0.264621277235,4.50868040555,5.06847664424
CS0071,development,1.90225538131,0.861784274643,7.77036963305,6.85229295089
CS0072,development,0.472313380494,0.552105948357,5.28209962296,5.4340914278
CS0073,development,-0.517797235294,-0.105123020299,4.09055315377,2.60285872694
CS0074,development,-1.27101219224,0.427684354779,1.94475438978,0.356664378893
CS0075,development,-1.66174139143,-0.517356196139,2.2973446525,0.695388102824
CS0076,development,-1.29442452521,0.311105013749,2.03782493308,1.28028476849
CS0077,development,0.0440093072607,1.8037422047,2.92352796888,1.63233255088
CS0078,development,0.913777658575,-0.167767955463,7.02887686371,8.08853240496
CS0079,development,1.96511573446,-1.68032659002,10.9466233769,10.1770511085
CS0080,development,-0.554139846128,-0.28573967026,4.23460791206,5.0440597286
CS0081,development,-0.574428002193,0.828611483782,2.85681021508,3.9918044943
CS0082,development,2.04326235095,1.72726974931,7.01380100273,6.55855383146
CS0083,development,-0.852916311162,0.152378956463,3.11131262992,3.1577853977
CS0084,development,-0.300139089099,2.85146573102,0.977962944575,1.06946305789
CS0085,development,0.252046080208,-1.79369375033,7.65652466081,8.08876367484
CS0086,development,-2.35019335975,0.713317523005,-0.556367747103,-0.65281155203
CS0087,development,-0.669127845276,0.385635397065,3.19898183297,3.29710104295
CS0088,development,0.805049547111,-0.273620433258,6.93844361413,6.80546239197
CS0089,development,-0.649953227086,-1.31286620477,5.27553299155,4.78791468165
CS0090,development,0.154322295613,-1.17528970789,6.7189922407,7.62068024592
CS0091,development,0.466840698447,-1.9057449802,8.22057537314,6.93169169901
CS0092,development,-0.57888866984,0.333954440123,3.44147733217,1.63199409168
CS0093,development,2.5093496127,-0.561011965293,10.6919135838,10.5070486838
CS0094,development,-1.60551872603,-0.282154982411,2.12754852683,2.65364707255
CS0095,development,-1.06790832775,-0.538201357569,3.51002497358,4.75210347132
